site,type,age,d13
U1403,bulk,65.31952344,1.563423543
U1403,bulk,65.31952344,1.6
U1403,bulk,65.32745313,1.5
U1403,bulk,65.32745313,1.5
U1403,bulk,65.32745313,1.5
U1403,bulk,65.33538281,1.507135655
U1403,bulk,65.3433125,1.581437779
U1403,bulk,65.35124219,1.602436801
U1403,bulk,65.35124219,1.6
U1403,bulk,65.35905263,1.524249735
U1403,bulk,65.36668421,1.352608525
U1403,bulk,65.37431579,1.223354195
U1403,bulk,65.38194737,1.199538857
U1403,bulk,65.38194737,1.3
U1403,bulk,65.38957895,1.315077648
U1403,bulk,65.39721053,1.341399303
U1403,bulk,65.40484211,1.128760687
U1403,bulk,65.40789474,1.304100125
U1403,bulk,65.40789474,1.4
U1403,bulk,65.41094737,1.377428945
U1403,bulk,65.414,1.335494445
U1403,bulk,65.41705263,1.383963113
U1403,bulk,65.42010526,1.328913704
U1403,bulk,65.42010526,1.4
U1403,bulk,65.42315789,1.442482465
U1403,bulk,65.42621053,1.325686376
U1403,bulk,65.42926316,1.208541214
U1403,bulk,65.42926316,1.290043878
U1403,bulk,65.42926316,1.4
U1403,bulk,65.43231579,1.22736449
U1403,bulk,65.43231579,1.3
U1403,bulk,65.43536842,1.305469744
U1403,bulk,65.43536842,1.204989239
U1403,bulk,65.43536842,1.3
U1403,bulk,65.43842105,1.239115154
U1403,bulk,65.43842105,1.207140705
U1403,bulk,65.43842105,1.3
U1403,bulk,65.44147368,1.319303821
U1403,bulk,65.44147368,1.278033625
U1403,bulk,65.44147368,1.3
U1403,bulk,65.44452632,1.4
U1403,bulk,65.44757895,1.322183494
U1403,bulk,65.44757895,1.4
U1403,bulk,65.45063158,1.367353238
U1403,bulk,65.45063158,1.355610995
U1403,bulk,65.45063158,1.3
U1403,bulk,65.45368421,1.267745509
U1403,bulk,65.45368421,1.339384174
U1403,bulk,65.45368421,1.3
U1403,bulk,65.45673684,1.268672645
U1403,bulk,65.45673684,1.4
U1403,bulk,65.45978947,1.414159163
U1403,bulk,65.45978947,1.3
U1403,bulk,65.46284211,1.419463527
U1403,bulk,65.46284211,1.428971349
U1403,bulk,65.46284211,1.278856253
U1403,bulk,65.46284211,1.384234544
U1403,bulk,65.46284211,1.4
U1403,bulk,65.46589474,1.3
U1403,bulk,65.46589474,1.214733135
U1403,bulk,65.46589474,1.323893616
U1403,bulk,65.46894737,1.4
U1403,bulk,65.46894737,1.25619414
U1403,bulk,65.472,1.393342037
U1403,bulk,65.472,1.3
U1403,bulk,65.472,1.25891933
U1403,bulk,65.47505263,1.4
U1403,bulk,65.47505263,1.345302514
U1403,bulk,65.47810526,1.091418637
U1403,bulk,65.47810526,1.4
U1403,bulk,65.48115789,1.5
U1403,bulk,65.48421053,1.4
U1403,bulk,65.48421053,1.446886087
U1403,bulk,65.48726316,1.4
U1403,bulk,65.48726316,1.433575136
U1403,bulk,65.49031579,1.5
U1403,bulk,65.49031579,1.264125617
U1403,bulk,65.49336842,1.4
U1403,bulk,65.49642105,1.4
U1403,bulk,65.49642105,1.456393909
U1403,bulk,65.49947368,1.4
U1403,bulk,65.49947368,1.44698617
U1403,bulk,65.50252632,1.081368672
U1403,bulk,65.50252632,1.4
U1403,bulk,65.50557895,1.4
U1403,bulk,65.50863158,1.4
U1403,bulk,65.50863158,1.380431415
U1403,bulk,65.51168421,1.397145165
U1403,bulk,65.51473684,1.22473547
U1403,bulk,65.52084211,1.254727999
U1403,bulk,65.52389474,1.242718118
U1403,bulk,65.52694737,1.127284151
U1403,bulk,65.52694737,0.820831667
U1403,bulk,65.52694737,1.132190058
U1403,bulk,65.53305263,1.143136192
U1403,bulk,65.53305263,1.119716925
U1403,bulk,65.53305263,1.120817831
U1403,bulk,65.53610526,1.085889095
U1403,bulk,65.53915789,1.113566664
U1403,bulk,65.54526316,1.330390246
U1403,bulk,65.54831579,1.287555005
U1403,bulk,65.55136842,1.183916418
U1403,bulk,65.55747368,1.303468097
U1403,bulk,65.56269091,1.393141872
U1403,bulk,65.57007273,1.142430544
U1403,bulk,65.58483636,1.37122384
U1403,bulk,65.59221818,1.350336216
U1403,bulk,65.59221818,1.332792222
U1403,bulk,65.60698182,1.243572203
U1403,bulk,65.61436364,1.295261345
U1403,bulk,65.62174545,1.275044713
U1403,bulk,65.62912727,1.365387349
U1403,bulk,65.63650909,1.182040264
U1403,bulk,65.64389091,1.284552535
U1403,bulk,65.65127273,1.089291894
U1403,bulk,65.65865455,1.085941168
U1403,bulk,65.66603636,0.968184502
U1403,bulk,65.67341818,1.257230057
U1403,bulk,65.6808,1.096597905
U1403,bulk,65.68818182,1.074795709
U1403,bulk,65.69556364,0.93376104
U1403,bulk,65.70294545,1.100701281
U1403,bulk,65.71032727,1.140033639
U1403,bulk,65.71770909,1.126522069
U1403,bulk,65.72509091,1.013652159
U1403,bulk,65.73247273,1.027941421
U1403,bulk,65.73985455,1.289256405
U1403,bulk,65.74723636,1.210875092
U1403,bulk,65.75461818,1.267955489
U1403,bulk,65.762,1.337095763
U1403,bulk,65.76951852,1.242711617
U1403,bulk,65.77703704,1.377009109
U1403,bulk,65.78455556,1.259349624
U1403,bulk,65.79207407,1.320582177
U1403,bulk,65.79959259,1.299653761
U1403,bulk,65.80711111,1.353003506
U1403,bulk,65.81462963,1.285597514
U1403,bulk,65.81462963,1.259832198
U1403,bulk,65.82214815,1.395243601
U1403,bulk,65.82966667,1.274696751
U1403,bulk,65.83718519,1.465601217
U1403,bulk,65.8447037,1.281438012
U1403,bulk,65.85222222,1.49922915
U1403,bulk,65.85974074,1.374811655
U1403,bulk,65.86725926,1.525567595
U1403,bulk,65.87477778,1.410239135
U1403,bulk,65.8822963,1.529654181
U1403,bulk,65.88981481,1.657944635
U1403,bulk,65.89733333,1.704180716
U1403,bulk,65.90485185,1.594834953
U1403,bulk,65.91237037,1.784063484
U1403,bulk,65.91988889,1.740274083
U1403,bulk,65.92740741,2.007727761
U1403,bulk,65.92740741,1.825875789
U1403,bulk,65.92740741,1.806728462
U1403,bulk,65.93492593,1.862477375
U1403,bulk,65.94244444,1.828627637
U1403,bulk,65.94996296,1.875529604
U1403,bulk,65.95748148,1.822827458
U1403,bulk,65.965,1.905936996
U1403,bulk,65.97018182,1.944950254
U1403,bulk,65.97536364,2.00992454
U1403,bulk,65.98054545,1.804775625
U1403,bulk,65.98572727,2.165690708
U1403,bulk,65.98831818,1.746011326
U1403,bulk,65.99609091,1.59380706
U1403,bulk,65.99609091,1.537808548
U1403,bulk,66.00127273,1.893108914
U1403,bulk,66.00645455,1.126023085
U1403,bulk,66.01163636,1.161830886
U1403,bulk,66.01681818,2.700656112
U1403,bulk,66.01681818,1.92263965
U1403,bulk,66.022,2.78930255
U1403,bulk,66.02444262,2.891875493
U1403,bulk,66.02688525,2.782597504
U1403,bulk,66.02932787,2.826728456
U1403,bulk,66.03177049,2.94323067
U1403,bulk,66.03177049,2.7995
U1403,bulk,66.03665574,2.933907649
U1403,bulk,66.03909836,2.883884655
U1403,bulk,66.04154098,2.917269642
U1403,bulk,66.04398361,2.863645529
U1403,bulk,66.04398361,2.840103713
U1403,bulk,66.04642623,2.903213394
U1403,bulk,66.04886885,2.820965206
U1403,bulk,66.05131148,2.765232682
U1403,bulk,66.0537541,2.806827699
U1403,bulk,66.05619672,2.779002067
U1403,bulk,66.05619672,2.765055556
U1403,bulk,66.05863934,2.780146154
U1403,bulk,66.06840984,2.752864622
U1403,bulk,66.06840984,2.804056497
U1403,bulk,66.08062295,2.685402778
U1403,bulk,66.09283607,2.801174619
U1403,bulk,66.10504918,2.693027778
U1403,bulk,66.1172623,2.512074614
U1403,bulk,66.12947541,2.571777778
U1403,bulk,66.13191803,2.464666667
U1403,bulk,66.14168852,2.386793116
U1403,bulk,66.14413115,2.448275365
U1403,bulk,66.15390164,2.587652778
U1403,bulk,66.16611475,2.535564506
U1403,bulk,66.16855738,2.459650752
U1403,bulk,66.17674528,2.4805
U1403,bulk,66.17866038,2.325805556
U1403,bulk,66.18536321,2.588995659
U1403,bulk,66.18823585,2.50318277
U1403,bulk,66.20738679,2.608844438
U1403,bulk,66.21696226,2.658916667
U1403,bulk,66.22653774,2.789432752
U1403,bulk,66.24568868,2.796458832
U1403,bulk,66.25334906,2.716935118
U1403,bulk,66.25526415,2.763166667
U1403,bulk,66.26483962,2.785273648
U1403,bulk,66.2725,2.705146723
U1403,bulk,66.28399057,2.769382652
U1403,bulk,66.29165094,2.754787097
U1403,bulk,66.29356604,2.709527778
U1403,bulk,66.30314151,2.746047441
U1403,bulk,66.32229245,2.741884723
U1403,bulk,66.33186792,2.743777778
U1403,bulk,66.3414434,2.786415062
U1403,bulk,66.36059434,2.716277675
U1403,bulk,66.37016981,2.732277778
U1403,bulk,66.3802449,2.718015634
U1403,bulk,66.40106122,2.666935706
U1403,bulk,66.41146939,2.594277778
U1403,bulk,66.42083673,2.62613387
U1403,bulk,66.44269388,2.660779565
U1403,bulk,66.45310204,2.556527778
U1403,bulk,66.4635102,2.584354546
U1403,bulk,66.48432653,2.61581941
U1403,bulk,66.49473469,2.580027778
U1403,bulk,66.49889796,2.571125
U1403,bulk,66.50514286,2.669373949
U1403,bulk,66.50930612,2.758935537
U1403,bulk,66.51971429,2.710055556
U1403,bulk,66.52595918,2.634165886
U1403,bulk,66.53012245,2.732672895
U1403,bulk,66.53636735,2.614777778
U1403,bulk,66.54053061,2.708375
U1403,bulk,66.54677551,2.628388229
U1403,bulk,66.55093878,2.716169573
U1403,bulk,66.56134694,2.695555556
U1403,bulk,66.56759184,2.680696534
U1403,bulk,66.5717551,2.754167029
U1403,bulk,66.57695918,2.550027778
U1403,bulk,66.58216327,2.703125
U1403,bulk,66.59257143,2.832412079
U1403,bulk,66.59881633,2.713020503
U1403,bulk,66.60297959,2.815555556
U1403,bulk,66.60922449,2.719777778
U1403,bulk,66.61338776,2.882013319
U1403,bulk,66.61963265,2.694057001
U1403,bulk,66.62379592,2.863375
U1403,bulk,66.63420408,2.838412738
U1403,bulk,66.64044898,2.875904451
U1403,bulk,66.64357143,2.851055556
U1403,bulk,66.65085714,2.774777778
U1403,bulk,66.65502041,2.830125
U1403,bulk,66.66126531,2.897165189
U1403,bulk,66.66542857,2.794467338
U1403,bulk,66.67583673,2.855555556
U1403,bulk,66.68208163,2.854290141
U1403,bulk,66.6862449,2.86605604
U1403,bulk,66.69353061,2.812027778
U1403,bulk,66.69665306,2.835625
U1403,bulk,66.70393878,2.932732987
U1403,bulk,66.70706122,2.835666559
U1403,bulk,66.71746939,2.855555556
U1403,bulk,66.7247551,2.946798417
U1403,bulk,66.72787755,2.799692701
U1403,bulk,66.73516327,2.823277778
U1403,bulk,66.73828571,2.88375
U1403,bulk,66.74557143,2.962135132
U1403,bulk,66.74869388,2.752981004
U1403,bulk,66.75910204,2.743055556
U1403,bulk,66.7695102,2.76901119
U1403,bulk,66.77991837,2.772
U1403,bulk,66.78972674,2.838129299
U1403,bulk,66.79841932,2.78175
U1403,bulk,66.80904358,2.834854748
U1403,bulk,66.818702,2.828120017
U1403,bulk,66.83801885,2.809659978
U1403,bulk,66.84767727,2.805
U1403,bulk,66.85733569,2.855996422
U1403,bulk,66.87665253,2.823061749
U1403,bulk,66.88631095,2.81325
U1403,bulk,66.89596938,2.809278024
U1403,bulk,66.91528622,2.869935266
U1403,bulk,66.92494464,2.80675
U1403,bulk,66.93460306,2.85286063
U1403,bulk,66.95391991,2.705681272
U1403,bulk,66.96357833,2.759606579
U1403,bulk,66.97323675,2.876125
U1403,bulk,66.98289517,2.771663721
U1403,bulk,67.00221201,2.827228504
U1403,bulk,67.01187044,2.882375
U1403,bulk,67.02152886,2.8201124
U1403,bulk,67.0408457,2.850781713
U1403,bulk,67.05050412,2.859875
U1403,bulk,67.06016254,2.868454508
U1403,bulk,67.07947939,2.880013846
U1403,bulk,67.08817197,2.895375
U1403,bulk,67.09879623,2.910254978
U1403,bulk,67.11811307,2.88591271
U1403,bulk,67.1277715,2.899375
U1403,bulk,67.13742992,2.854199322
U1403,bulk,67.15674676,2.823254804
U1403,bulk,67.16640518,2.844125
U1403,bulk,67.1760636,2.888420528
U1403,bulk,67.17896113,2.938420495
U1403,bulk,67.18861955,2.944277778
U1403,bulk,67.19506347,2.892984315
U1403,bulk,67.19768931,2.983470421
U1403,bulk,67.20381626,2.744125
U1403,bulk,67.21256904,2.897639463
U1403,bulk,67.21519488,2.887640576
U1403,bulk,67.22394766,2.845027778
U1403,bulk,67.23270045,2.917627495
U1403,bulk,67.23882739,2.741375
U1403,bulk,67.24758018,2.904588827
U1403,bulk,67.25020601,2.944497531
U1403,bulk,67.2589588,2.951527778
U1403,bulk,67.26508575,2.90776458
U1403,bulk,67.26771158,2.946290865
U1403,bulk,67.27383853,2.917625
U1403,bulk,67.27383853,2.714458804
U1403,bulk,67.28259131,2.929731529
U1403,bulk,67.28521715,3.030273002
U1403,bulk,67.29396993,2.911277778
U1403,bulk,67.30009688,3.037651786
U1403,bulk,67.30184744,3.07959779
U1403,bulk,67.30884967,2.886875
U1403,bulk,67.31760245,2.893179046
U1403,bulk,67.32022829,3.146671223
U1403,bulk,67.32898107,3.035527778
U1403,bulk,67.33510802,3.05147054
U1403,bulk,67.33773385,3.075020872
U1403,bulk,67.3438608,2.943125
U1403,bulk,67.35173831,2.976581257
U1403,bulk,67.35523942,3.106462737
U1403,bulk,67.3639922,3.097277778
U1403,bulk,67.37274499,3.089296371
U1403,bulk,67.39025056,3.050913272
U1403,bulk,67.39900334,3.073527778
U1403,bulk,67.40775612,3.092161063
U1403,bulk,67.42526169,3.038350424
U1403,bulk,67.4331392,3.018027778
U1403,bulk,67.44276726,3.069212196
U1403,bulk,67.46027283,3.101637388
U1403,bulk,67.46902561,2.988527778
U1403,bulk,67.4777784,2.957703937
U1403,bulk,67.49528396,2.966437469
U1403,bulk,67.50403675,2.903527778
U1403,bulk,67.51278953,3.023573966
U1403,bulk,67.5302951,3.080027603
U1403,bulk,67.53642205,2.917625
U1403,bulk,67.53904788,2.970777778
U1403,bulk,67.54517483,3.009604952
U1403,bulk,67.54780067,3.068106283
U1403,bulk,67.5626804,3.089291593
U1403,bulk,67.56443096,2.997565732
U1403,bulk,67.57143318,3.058125
U1403,bulk,67.57405902,2.945527778
U1403,bulk,67.58018597,3.060889157
U1403,bulk,67.5828118,3.074497651
U1403,bulk,67.59745075,2.988375225
U1403,bulk,67.60002677,2.930001474
U1403,bulk,67.60603747,3.033625
U1403,bulk,67.60861349,2.928277778
U1403,bulk,67.6146242,3.045716031
U1403,bulk,67.61720021,3.023586288
U1403,bulk,67.63179764,2.956895739
U1403,bulk,67.63437366,3.056870776
U1403,bulk,67.64296039,2.915277778
U1403,bulk,67.64811242,3.046720779
U1403,bulk,67.65154711,2.965748997
U1403,bulk,67.66614454,3.044294097
U1403,bulk,67.66872056,2.59617522
U1403,bulk,67.67473126,3.016875
U1403,bulk,67.67730728,2.914527778
U1403,bulk,67.68331799,2.938560769
U1403,bulk,67.685894,2.936981929
U1403,bulk,67.70049143,2.99027256
U1403,bulk,67.70306745,3.006471832
U1403,bulk,67.70907816,2.978625
U1403,bulk,67.71165418,2.853027778
U1403,bulk,67.71766488,2.958787254
U1403,bulk,67.7202409,2.865434942
U1403,bulk,67.73483833,2.916242139
U1403,bulk,67.73741435,2.955002664
U1403,bulk,67.74342505,2.945375
U1403,bulk,67.74600107,2.837527778
U1403,bulk,67.75201178,2.814938701
U1403,bulk,67.75458779,2.902956727
U1403,bulk,67.76918522,2.946892614
U1403,bulk,67.77176124,2.954867116
U1403,bulk,67.77691328,2.935875
U1403,bulk,67.78034797,2.891277778
U1403,bulk,67.78635867,2.892512228
U1403,bulk,67.80353212,2.879638614
U1403,bulk,67.80610814,2.880209961
U1403,bulk,67.81211884,2.883375
U1403,bulk,67.81469486,2.815777778
U1403,bulk,67.82070557,2.877275812
U1403,bulk,67.82328158,2.895705787
U1403,bulk,67.83787901,2.853534567
U1403,bulk,67.84045503,2.879213241
U1403,bulk,67.84646574,2.947875
U1403,bulk,67.84904176,2.908777778
U1403,bulk,67.85505246,2.799807441
U1403,bulk,67.85762848,2.887660654
U1403,bulk,67.87222591,2.897513489
U1403,bulk,67.88081263,2.979732076
U1403,bulk,67.88081263,2.761875
U1403,bulk,67.88939936,2.939277778
U1403,bulk,67.88939936,2.864268867
U1403,bulk,67.90571413,2.898517939
U1403,bulk,67.91515953,2.859625
U1403,bulk,67.92374625,2.743433413
U1403,bulk,67.9409197,2.87645221
U1403,bulk,67.94950642,2.938978259
U1403,bulk,67.95809315,2.907375
U1403,bulk,67.9752666,2.944638583
U1403,bulk,67.98385332,2.9645
U1403,bulk,67.9949819,2.947475452
U1403,bulk,68.01893363,2.93274484
U1403,bulk,68.0309095,2.933
U1403,bulk,68.04288537,2.816105194
U1403,bulk,68.0668371,2.97725
U1403,bulk,68.07881297,3.018435003
U1403,bulk,68.09078884,2.9965
U1403,bulk,68.10276471,2.962420659
U1403,bulk,68.10276471,2.931848594
U1403,bulk,68.11474057,2.96328125
U1403,bulk,68.12671644,2.926030399
U1403,bulk,68.12671644,3.040469969
U1403,bulk,68.13869231,3.037
U1403,bulk,68.15066817,2.910865862
U1403,bulk,68.15066817,2.976531246
U1403,bulk,68.16264404,2.90403125
U1403,bulk,68.17461991,2.846642017
U1403,bulk,68.17461991,2.985430926
U1403,bulk,68.18659578,3.0115
U1403,bulk,68.19857164,2.994261123
U1403,bulk,68.19857164,2.936642938
U1403,bulk,68.21054751,3.03928125
U1403,bulk,68.22252338,3.057763554
U1403,bulk,68.22252338,3.008428031
U1403,bulk,68.24647511,3.00976637
U1403,bulk,68.24647511,3.01297844
U1403,bulk,68.25845098,3.012916667
U1403,bulk,68.27042685,2.98678125
U1403,bulk,68.27042685,2.994981984
U1403,bulk,68.28240271,3.059863796
U1403,bulk,68.29437858,3.011919635
U1403,bulk,68.30635445,3.044416667
U1403,bulk,68.30635445,3.072223094
U1403,bulk,68.31833032,3.120277778
U1403,bulk,68.3195279,3.06426887
U1403,bulk,68.33030618,3.103488856
U1403,bulk,68.35425792,3.056793301
U1403,bulk,68.36623379,2.980527778
U1403,bulk,68.37820965,3.058739888
U1403,bulk,68.40487479,3.027706519
U1403,bulk,68.41854653,2.880777778
U1403,bulk,68.43221827,2.961280044
U1403,bulk,68.45956176,3.021359138
U1403,bulk,68.4732335,2.86828125
U1403,bulk,68.48690525,2.950164629
U1403,bulk,68.51424873,2.874164688
U1403,bulk,68.52792047,2.89453125
U1403,bulk,68.54159222,2.773762201
U1403,bulk,68.5689357,2.830915569
U1403,bulk,68.58260745,2.77553125
U1403,bulk,68.59627919,2.88460001
U1403,bulk,68.62362267,2.923085714
U1403,bulk,68.63729442,2.89128125
U1403,bulk,68.64959898,2.916959596
U1403,bulk,68.6646379,2.871957717
U1403,bulk,68.69198139,2.88278125
U1403,bulk,68.70565313,2.900499526
U1403,bulk,68.73299662,2.877524546
U1403,bulk,68.74666836,2.83728125
U1403,bulk,68.7603401,2.83696943
U1403,bulk,68.77401184,2.762054582